,Valoración
9183,3.9
2782,3.7
3318,4.5
3136,4.7
18545,3.7
5463,4.4
13758,4.3
17886,4.3
3183,4.4
18700,4.1
7523,3.7
17444,4.3
6382,4.1
3199,4.1
17596,3.9
1289,3.5
12774,4.0
18764,4.4
10693,3.7
19687,4.2
10336,4.1
19716,4.4
17431,4.4
19307,4.2
7543,3.8
12319,3.9
11906,4.2
19763,4.1
15831,3.8
15736,4.5
12159,3.9
1879,3.6
18633,4.1
12454,3.5
6080,4.0
5458,4.2
17611,3.4
19344,4.0
11350,4.2
12058,3.7
2148,3.6
4131,3.4
1036,3.7
8829,4.0
19701,4.3
15409,4.1
16598,3.7
4134,3.3
649,3.7
9276,3.9
6712,3.7
861,3.7
13405,3.4
9096,3.7
191,3.9
8302,4.1
6027,4.0
19460,4.0
1942,4.2
10296,3.7
4331,3.8
19289,4.3
8776,4.0
14120,3.9
10233,4.3
18035,4.3
7973,4.1
3970,3.6
18549,4.1
6629,4.0
18057,4.2
12852,4.5
15264,4.2
13194,3.4
2775,3.6
17257,4.3
4145,3.9
10516,4.1
8955,4.2
18377,3.7
2617,3.3
2411,3.3
1094,4.0
6066,4.0
15458,4.1
1546,4.0
4589,4.0
6035,4.0
9117,4.1
15710,3.6
6954,3.7
3135,4.4
3856,3.8
13233,4.2
15628,4.2
19400,3.7
13621,4.4
16103,3.8
14716,3.6
6420,4.2
14702,3.7
3805,3.7
18878,4.0
10847,4.3
19113,3.9
7432,4.0
15161,4.3
6775,4.2
18950,4.0
14063,3.7
464,4.3
1257,4.0
10021,4.4
2259,3.3
17585,3.7
15267,4.2
13385,3.7
5631,3.7
3327,4.1
6232,3.6
7383,3.8
13493,3.9
10395,3.1
16997,4.1
5047,3.9
1262,3.9
19160,4.3
7213,3.8
975,4.0
2566,3.5
5867,4.2
13118,4.3
9134,3.9
13456,3.6
6583,4.1
12916,3.7
2387,2.8
19904,3.7
16081,3.9
5021,3.8
7130,3.7
12584,4.1
13341,4.2
7176,4.3
14996,4.5
11414,4.1
3882,3.5
6056,3.9
11116,4.5
8136,4.3
9803,3.7
15898,3.8
7606,4.0
3875,2.5
14146,3.5
2789,3.5
9137,4.1
19045,4.3
1857,4.0
18828,4.2
4108,3.6
5213,3.7
8282,4.2
3255,4.2
7324,3.6
2690,3.3
14502,4.0
7390,3.8
4627,3.9
17445,4.1
1319,3.8
18040,4.0
20046,3.9
5162,4.2
7227,4.3
16820,4.2
12193,3.7
1135,3.8
4529,4.1
11668,4.1
3505,4.1
4749,4.0
10670,3.8
12381,4.0
15057,3.9
7087,4.0
12018,3.8
9942,4.3
17943,4.2
615,3.9
20035,4.0
6337,3.9
7428,3.9
6983,3.5
15424,4.3
13121,3.9
10067,4.0
917,3.8
2505,3.5
17888,4.6
13289,4.0
2904,4.1
15871,3.4
570,3.5
1448,4.0
3414,4.3
18142,4.2
18562,4.1
17463,4.2
9291,3.8
14807,4.1
7032,3.3
14034,3.8
6838,4.3
13879,4.0
3226,4.1
19914,4.2
14525,3.7
12171,4.1
4383,3.8
14027,4.2
9230,3.8
14233,4.4
7846,4.0
3539,4.0
2217,3.6
19124,3.7
19745,4.4
16840,4.2
13874,4.2
2827,3.8
5781,3.6
17406,4.2
4996,3.9
1338,3.8
3262,4.1
7877,4.0
2587,3.8
6839,4.0
18776,4.3
5742,3.8
650,3.7
6040,3.9
11095,4.1
2258,3.6
15408,4.1
5396,4.5
18899,3.9
7083,4.1
17827,3.9
14410,3.9
3521,4.2
10923,4.1
17530,3.8
4478,3.6
5661,3.9
9789,4.3
67,3.8
10777,4.2
12627,4.2
18080,4.3
11389,4.3
17359,4.1
19558,3.9
13520,4.1
18017,4.0
16486,4.3
7610,3.8
1258,3.9
3839,3.8
15716,3.3
8306,4.1
919,3.6
10702,3.6
165,3.9
17992,4.1
16400,3.7
6645,3.9
14335,3.4
16286,4.1
14283,3.6
4594,3.8
10699,3.6
13300,4.3
2850,3.0
12639,3.9
20070,3.9
4460,3.9
14909,4.0
6624,4.0
9307,3.8
18589,3.8
8491,4.3
9868,3.9
2735,3.3
5670,3.7
12032,4.1
2378,3.8
15624,4.1
4172,3.7
12392,3.3
12743,3.8
16104,3.9
16494,4.3
14011,4.1
365,4.1
2103,3.5
689,3.7
18115,3.8
9733,3.7
5711,3.6
16035,3.5
15229,4.1
1093,4.1
6719,3.6
20010,3.9
15900,3.6
203,4.0
18053,4.0
19106,3.7
4933,3.8
10007,4.1
20121,3.7
1230,3.7
15797,3.8
7958,4.0
19250,4.3
18028,3.9
17179,4.1
4251,3.6
15021,4.2
13441,3.5
12227,3.9
4334,4.0
10745,3.7
19678,4.1
13681,3.6
7486,4.1
12946,3.7
4886,3.8
857,3.9
6540,3.6
16665,4.1
12683,3.5
10540,3.8
8842,3.9
6860,4.1
10974,4.2
16705,4.0
10626,4.1
954,3.5
7405,3.9
5945,4.2
53,3.9
6411,4.0
3516,3.2
11749,4.3
489,3.8
13146,3.9
15936,3.4
18200,4.6
19813,4.1
17186,3.4
11706,4.2
2972,4.4
18640,3.8
2942,4.4
3163,4.2
2618,3.6
8236,4.3
11619,3.8
11764,4.2
11578,4.1
2854,3.4
3439,3.9
1892,4.1
15769,3.9
13007,4.2
11768,4.1
670,3.7
19610,4.1
15241,3.6
14897,4.0
9472,3.9
17615,4.2
897,3.8
3306,4.5
8027,4.4
10859,4.5
2890,3.3
14395,4.3
16936,4.1
8398,3.9
14006,3.9
16387,3.9
14163,4.6
11997,4.0
634,3.7
12509,3.7
18773,4.2
6477,4.3
15170,3.6
4177,3.7
18613,3.9
19878,3.9
11065,4.3
10532,4.4
5992,3.7
16826,4.3
2581,3.5
18461,3.8
12000,3.8
8386,4.2
10675,3.7
9448,4.4
2104,3.4
20065,3.5
17376,4.1
3764,3.5
4234,3.5
4994,3.8
5057,3.7
4434,3.5
11677,4.2
717,3.6
3816,3.6
6774,4.2
11187,3.9
10739,3.6
14672,4.0
9814,3.5
19609,3.8
9289,3.8
6812,3.8
3893,3.4
9360,4.0
15130,4.4
10656,4.4
3700,3.8
7375,3.7
6315,3.8
12817,4.2
3645,4.5
192,3.9
13415,3.4
816,3.6
19414,3.9
15811,3.5
6161,3.9
15642,4.5
4390,3.6
11165,4.2
4927,3.6
5553,4.0
10800,4.3
17863,4.3
238,3.8
12208,4.1
19454,3.9
11170,4.1
16740,3.8
4236,3.4
5619,4.7
17183,4.2
8641,3.6
5097,3.8
14666,3.5
2242,3.5
16801,4.0
3552,4.2
19126,4.0
8329,3.9
5629,3.7
10603,3.9
4507,3.8
18584,4.4
12175,3.6
14454,3.9
16531,4.4
15094,4.4
17350,3.5
2294,3.7
11804,4.0
20009,3.8
18573,3.8
14319,3.6
17138,4.0
8691,4.3
7082,4.0
4733,3.6
8913,4.3
13046,3.7
18091,3.8
19345,4.1
11282,4.0
14956,4.1
19347,4.1
19260,4.2
11511,3.9
5521,4.4
11822,3.9
2700,3.5
1700,3.9
13597,4.6
6969,3.7
19443,4.0
16323,3.8
6220,3.7
17118,4.2
86,4.1
18289,4.1
18268,3.6
15347,4.1
136,3.8
6973,3.8
11088,4.5
15722,3.8
1200,3.9
6122,3.9
15749,4.7
12128,4.2
17745,4.1
14126,3.8
13623,4.5
6297,4.0
3927,3.5
14388,4.1
18995,4.2
3606,4.1
2330,3.1
11708,4.2
2187,3.4
195,4.0
12357,4.2
15955,3.6
14639,4.4
2668,3.4
16626,4.0
15196,3.8
2761,3.4
2032,3.7
5103,3.8
13653,4.4
1637,4.0
8313,4.0
11174,3.4
18735,4.2
3074,4.4
7297,4.0
3278,4.5
8004,4.3
17051,4.2
8327,4.3
13517,4.1
7353,3.8
13451,3.4
10752,3.6
7830,4.4
16447,3.7
7698,3.8
14428,4.0
5669,3.9
17197,4.3
10660,4.1
8934,3.6
5308,3.9
17409,3.7
18235,4.4
12856,3.8
11036,4.0
5489,4.2
16679,4.0
8025,4.1
10749,3.7
690,3.6
12014,3.8
10104,4.1
1014,3.9
869,3.9
1993,3.9
10627,4.1
11950,4.0
14840,4.2
14925,4.1
10559,4.3
7611,4.1
5284,4.1
4370,3.9
1361,3.7
1629,3.9
12626,3.9
1551,4.2
8253,4.3
10443,3.4
14632,4.1
5039,3.6
19477,4.1
5695,3.9
5119,3.9
1134,3.8
10997,3.9
10279,4.1
10452,3.5
4017,3.5
10410,3.4
2424,3.4
4138,3.6
12049,3.8
859,3.5
2962,4.7
2426,3.7
18986,4.4
7675,3.8
19319,4.4
4937,3.5
10897,4.1
5286,4.1
8368,4.2
12906,3.5
2093,3.6
18567,3.9
11337,4.3
11684,4.2
7818,4.3
1920,4.1
82,4.1
13319,4.1
17796,4.3
4396,3.5
8476,3.8
1813,4.0
1271,4.0
15227,3.7
2994,4.3
19149,3.7
15675,3.7
15439,4.2
18550,3.6
17797,4.2
2642,3.4
9281,3.9
20151,3.6
4195,3.8
13033,3.9
12769,4.2
12361,3.8
3849,3.6
20015,3.8
18515,4.0
16195,4.0
15254,4.1
16194,4.2
3554,4.2
13238,4.2
2600,3.1
17407,4.2
1518,3.8
4117,4.0
10826,4.2
5756,4.0
5634,3.9
8400,3.8
18306,3.8
13066,3.9
7163,4.0
14257,4.3
11738,4.0
15442,4.0
1988,4.0
7738,3.4
10562,4.2
201,4.0
19253,4.3
15167,3.9
4855,3.9
19023,4.4
9742,3.3
12503,4.0
15951,3.7
3765,3.6
17502,4.2
13453,3.5
6433,4.0
7847,4.3
12254,4.1
16403,3.5
16434,4.1
887,3.6
6262,3.8
6990,3.6
6044,3.8
10809,4.3
1424,3.7
16524,4.4
15925,3.7
112,4.1
8161,4.2
18838,4.2
16200,4.2
4559,3.6
17767,4.2
11443,4.1
11255,4.1
18051,3.5
8567,3.5
16312,3.8
10759,3.6
3731,3.5
19116,3.8
4986,3.8
2763,3.5
13795,4.2
20081,3.7
1855,3.9
15600,4.3
12813,4.0
999,3.6
389,3.8
11600,4.2
6427,3.7
10579,4.1
19312,4.5
8113,4.2
4997,3.9
14212,4.4
19357,4.3
4796,3.7
4769,3.6
11066,4.5
4173,3.6
19303,3.9
1907,4.0
4946,4.0
8561,3.6
6034,4.2
7620,4.0
1151,3.8
18382,4.1
9690,3.9
7107,3.8
19008,4.6
4287,3.8
2230,4.2
174,3.5
8753,4.1
3408,4.1
1538,3.8
2292,3.7
9524,4.3
1363,4.0
4357,3.8
680,3.7
13051,3.7
3664,4.2
508,4.1
166,3.9
13690,4.4
18388,4.0
1914,3.9
7264,3.9
10729,3.7
1104,3.7
12068,3.8
2610,3.4
9945,4.0
5311,4.2
17561,3.7
11109,4.6
11157,4.3
152,3.9
13423,3.7
2832,3.4
20056,4.2
16990,4.1
3551,4.3
17601,3.6
18688,4.1
12542,3.9
4538,4.1
14368,4.3
18329,3.6
10015,4.2
12279,4.4
17539,3.7
15089,4.1
19177,4.3
5141,3.8
11815,3.8
18865,4.2
3450,3.6
16590,3.7
13157,4.4
2749,3.4
12708,3.7
13132,4.3
12252,3.9
10180,3.9
5811,3.7
5635,4.0
11581,3.8
13927,3.7
19316,4.3
1380,3.8
18781,4.2
14902,4.2
3832,3.7
4776,3.8
4276,3.6
4958,3.7
17760,3.9
16663,3.9
7416,3.6
3252,4.3
18288,3.7
16674,4.3
18219,4.5
17952,4.4
14301,3.6
15524,4.1
14271,3.5
12328,3.6
11547,3.9
15640,4.3
15043,4.4
14209,4.4
2468,3.7
18044,4.2
16655,3.6
11758,3.9
13870,3.7
9584,4.3
6697,4.0
3180,4.3
15090,4.1
8276,4.1
9066,4.3
11031,4.3
17978,4.2
4557,3.9
7813,4.4
12840,4.2
6298,3.6
20018,4.0
14535,3.8
19862,3.7
1132,3.8
10643,4.1
10522,4.1
19342,4.3
2871,3.7
12997,4.2
1772,3.8
10594,3.5
1913,4.1
14213,4.4
9257,3.8
12603,3.7
14189,4.4
15418,3.8
1105,3.9
17899,4.1
4956,3.6
8308,4.2
19599,3.6
3696,3.5
7779,4.2
17174,4.5
628,3.7
2451,3.1
17085,4.0
20120,3.6
2176,3.2
17214,4.1
2787,3.2
12298,3.8
1196,4.1
7619,3.6
4444,4.0
11129,4.2
15515,4.0
5723,3.8
17845,3.9
10696,3.3
4967,3.7
10411,3.5
4009,3.5
15516,4.2
3583,4.0
19950,3.6
12425,3.8
8278,4.5
3667,4.5
12475,3.9
12783,4.4
10212,4.2
3423,4.1
10718,3.5
8200,3.8
18706,4.2
5367,4.2
2895,3.6
14123,3.8
1296,3.7
3642,4.2
18840,3.6
18513,3.8
19857,4.1
19672,4.3
8549,3.7
5452,4.1
10686,3.7
15450,4.1
7867,3.8
12868,3.3
14608,3.9
9798,3.3
11756,4.0
13980,3.7
9739,3.8
14386,3.8
6475,4.1
8812,4.0
492,3.7
11692,4.2
18082,4.3
1116,3.9
5638,3.9
5085,3.8
1757,4.1
11487,3.7
17386,3.7
19306,4.4
6354,3.7
20059,3.6
20140,3.5
3644,4.3
14351,3.7
12002,4.0
11186,3.9
1696,3.9
2295,3.7
14795,4.0
14697,3.8
5940,4.1
19146,3.8
9969,4.0
11034,4.4
3313,4.5
14825,4.2
9785,4.4
9916,4.0
215,3.7
1072,3.7
8683,4.2
7007,3.8
13380,3.5
8653,3.8
13706,4.1
15385,4.1
25,4.3
19594,3.7
10602,4.0
7660,4.0
13402,3.6
5691,3.6
9745,3.6
19383,3.8
18771,3.4
12722,3.6
9172,3.8
10848,4.3
11909,4.3
630,3.6
18832,4.4
8708,4.0
17722,4.2
6615,3.3
5243,3.7
1102,3.6
2204,3.5
19958,3.9
12904,3.5
11478,3.9
11309,4.1
13768,4.4
15065,4.3
12513,3.7
20150,3.7
14891,4.0
719,4.0
13840,4.2
6156,3.6
4025,3.6
8225,4.4
15494,3.9
16094,4.0
5819,4.1
11957,4.2
3866,3.3
2745,3.8
11868,4.1
10344,3.9
18231,4.3
11951,4.1
18241,4.6
4214,3.6
12097,4.0
15194,3.7
1401,4.1
12829,4.4
3253,4.5
18786,4.1
2158,3.3
8579,4.0
17059,4.1
17636,3.9
7012,3.6
17314,3.8
10198,4.0
3841,3.4
11850,4.0
2100,3.3
1673,3.7
10294,4.0
4213,4.2
7481,3.8
14563,4.2
17178,4.4
11516,4.1
8548,4.2
14824,4.0
16924,4.3
16364,3.4
14610,4.1
9389,4.5
10071,4.1
10861,4.2
2005,4.0
15888,3.6
15234,3.9
13412,3.6
2257,3.5
17253,4.2
5575,4.1
9084,4.1
5356,4.1
6094,4.0
7936,4.0
1519,4.0
1378,3.8
15207,3.8
13201,3.4
18334,4.1
5843,3.5
7123,3.8
16212,4.2
12821,4.1
5833,3.9
9822,3.6
12719,3.4
522,3.6
15373,4.1
234,3.5
12181,4.0
6319,3.6
11993,3.8
18697,4.2
1948,4.0
6362,3.7
19584,3.9
18670,4.1
11685,4.1
15928,4.0
19256,4.1
2224,3.6
19207,3.6
15247,3.4
16210,4.2
5572,4.3
4523,3.8
5794,4.1
5739,3.9
4728,3.8
7819,4.4
8860,4.1
20082,3.7
15276,3.9
2437,3.0
14088,3.6
11990,4.0
3167,4.0
13753,4.0
15921,3.7
14028,3.7
7017,3.8
13387,3.4
15999,4.0
12642,4.0
17849,4.1
4945,3.7
15650,4.2
12238,4.3
6047,3.8
9228,3.9
5586,4.5
5591,4.5
1228,3.8
13342,3.8
13334,4.3
14744,3.6
8245,4.3
17782,3.9
16238,4.4
6556,3.9
15374,4.1
12146,4.1
159,4.3
1589,3.9
15370,4.1
5566,4.3
7191,4.7
17537,3.5
10577,4.0
15062,4.3
13365,3.5
1556,3.9
2828,3.5
436,4.3
15593,4.3
19821,4.2
2780,3.2
3701,4.1
5687,3.7
4727,3.6
2951,4.8
2555,3.6
10351,4.2
18909,4.1
12738,3.6
6466,4.1
7356,3.7
15718,3.8
7824,4.2
12450,3.6
18709,4.1
15272,4.1
5185,3.8
8550,4.2
5242,3.7
2092,3.7
10208,4.1
11949,4.2
187,3.6
17491,4.3
17705,4.1
1381,3.9
17866,4.0
8606,3.5
15744,4.6
11529,3.9
15039,4.2
18653,3.9
8449,4.0
11391,4.2
20064,3.8
7296,3.8
8069,4.2
12936,3.3
9960,3.9
9765,4.5
24,3.9
3363,4.3
1088,3.6
12867,3.5
10887,4.2
11591,4.2
19331,4.2
10504,4.0
12307,3.9
17080,4.1
15907,3.5
11945,3.9
6338,3.7
276,4.2
12414,3.8
3906,3.8
5846,4.0
19867,3.6
1137,3.7
13325,3.9
2490,3.6
16166,4.3
7743,4.1
14483,3.8
13128,4.3
3935,3.7
15073,4.3
2384,3.5
8017,4.1
7085,4.0
16500,4.4
1863,3.9
15689,3.7
364,4.1
9095,4.0
17657,3.7
3802,3.2
15310,4.2
3536,4.1
3825,3.8
6643,3.7
18802,4.0
12992,4.3
17667,4.0
13528,4.1
7270,4.0
17860,4.2
7930,3.5
12983,4.2
7167,4.2
12870,3.6
5868,4.0
4761,3.9
882,3.8
13894,4.2
18715,4.0
557,3.8
1960,4.2
13332,4.4
1207,3.7
7685,3.5
16860,4.0
12022,3.6
10486,4.1
3630,4.0
1708,3.8
1140,4.0
6208,3.8
18543,4.1
19063,3.8
2660,3.6
14853,4.6
1307,3.9
16213,3.9
12453,4.0
6906,4.0
11928,4.0
14073,3.5
9430,4.3
2151,3.6
18310,3.8
13284,4.1
5004,3.6
15997,4.0
1627,3.8
9715,3.6
358,4.1
138,4.1
8492,4.2
16767,4.3
11182,4.1
340,4.0
4857,3.7
9570,4.4
13866,4.2
17331,4.2
10583,3.7
5499,4.2
8557,3.5
10914,4.0
1932,3.8
2352,3.4
15849,3.9
3236,4.3
12356,4.0
9494,3.9
18373,4.1
3807,3.7
1936,4.1
5620,3.6
14974,4.7
19050,3.9
6140,3.9
785,3.8
8037,4.2
8316,4.1
19636,3.9
2169,3.2
17295,3.8
14139,3.8
11827,3.9
16347,4.3
6592,3.3
4458,3.6
14326,3.7
7598,3.8
9371,4.0
4652,3.8
442,4.0
9592,4.1
18910,4.5
17699,4.2
9650,4.2
5745,3.6
15748,4.5
15846,4.1
11952,4.2
929,3.7
19338,3.7
8768,4.3
11121,4.3
14731,3.2
11739,3.8
13791,4.2
19263,3.9
2011,3.9
17298,3.8
7612,4.2
16029,4.3
17746,4.0
19962,4.1
6565,3.8
18230,4.4
16391,3.7
11173,4.2
7836,4.2
3361,4.1
12967,4.1
10136,4.1
1141,3.8
18758,4.5
18892,4.3
15008,4.2
15435,4.2
16744,4.0
3134,4.1
6991,4.0
18369,4.2
1823,4.0
10082,4.4
3259,4.4
10214,4.4
4020,3.6
19000,4.5
3500,4.3
2658,3.7
13750,4.2
10517,4.2
1819,4.0
7462,3.7
5625,4.2
18250,4.3
7065,3.7
9343,3.8
12337,4.1
4669,3.7
9429,4.1
5477,3.8
20007,4.0
15671,3.9
1856,4.1
2282,3.1
13393,3.7
6440,3.9
6032,3.6
386,3.9
1628,3.9
11778,3.9
19803,3.9
13852,4.2
7719,3.6
7545,3.7
11382,3.8
4658,3.9
12498,3.7
9102,4.2
10059,4.5
1842,3.7
16586,3.9
3868,3.7
5054,3.7
5890,4.1
14377,4.3
19194,4.2
16716,4.3
3808,3.6
18244,4.5
935,4.0
10652,4.0
1774,4.0
17949,4.4
3744,3.8
17374,4.3
5444,4.1
19313,4.2
13970,3.8
1875,3.7
3760,3.6
18864,4.2
3052,4.3
13655,4.4
13147,4.3
18883,4.1
4615,3.9
15813,4.0
3321,4.4
18314,3.9
3311,4.1
17834,4.0
17764,3.8
19071,4.1
12744,4.2
12872,3.4
11596,4.3
8211,3.8
11432,4.2
16019,3.9
1517,4.3
19189,4.3
4492,3.9
3112,4.0
16567,4.0
16295,4.3
11835,4.2
2866,3.7
855,4.2
18557,3.9
4912,3.8
13861,4.3
5464,4.1
5483,3.7
12606,3.8
18444,4.1
3828,3.8
18236,4.3
4697,3.9
15201,4.1
4987,3.9
4650,4.0
17544,3.7
10289,4.0
6797,3.7
5809,4.0
5411,4.3
8334,4.0
2800,3.9
9837,2.9
10333,4.2
12729,3.8
13779,4.3
7816,4.2
4378,3.5
8922,4.0
6717,3.7
2261,3.7
7430,4.0
9303,3.9
19138,3.8
11191,3.8
17571,3.9
2007,3.9
193,4.0
13804,4.2
19064,4.2
8771,4.0
16301,4.1
771,3.7
10588,4.2
12467,4.0
19789,4.1
14869,3.8
14568,4.3
16790,4.2
19880,3.7
10089,4.1
16911,4.4
6318,3.6
11852,4.2
6582,3.8
1447,3.8
342,3.9
13320,3.8
11329,4.0
17112,4.2
9169,4.0
19198,4.7
7369,3.6
2044,4.1
7157,3.8
16289,4.0
7852,4.3
10179,3.9
12133,4.2
13616,4.3
17045,4.4
1492,4.0
778,3.9
9886,3.7
9278,3.6
2524,3.3
5375,4.1
19272,3.8
16233,4.1
14850,4.1
17372,4.2
8260,4.5
18122,3.9
40,4.1
11241,3.9
18452,4.0
14425,4.1
11640,4.3
6817,4.2
17726,4.3
18246,4.3
10705,3.5
14141,3.8
1460,3.9
18721,4.1
4493,3.7
13075,4.2
13687,4.1
13948,4.0
11003,3.7
15433,4.4
7231,3.9
15687,3.9
10413,3.4
5075,3.9
9642,3.8
18578,4.2
4088,3.5
18973,4.3
14950,3.8
4249,3.4
16808,4.1
19613,3.9
10097,4.0
19677,4.3
12110,4.0
6143,4.2
5662,3.9
13971,3.7
15038,4.1
9032,3.6
2659,3.8
141,4.1
2597,3.5
6702,3.8
15224,3.8
20060,3.6
7419,3.9
17523,3.9
10450,3.4
12131,3.9
18114,3.8
16844,3.9
16014,4.0
8180,3.8
11566,4.1
17333,3.9
9529,4.2
6371,4.0
4628,3.5
14479,3.7
441,3.9
9795,4.3
9047,3.8
3830,3.3
19219,4.2
6345,3.9
18401,3.8
1958,4.0
155,4.1
10488,4.2
18661,3.7
4578,4.1
1089,3.8
12577,3.9
9123,3.8
7951,4.1
11102,4.4
18500,3.6
6417,4.0
16022,3.9
9088,4.1
11440,4.2
7097,3.9
1098,3.8
5434,4.2
13231,3.4
6451,3.9
12329,4.1
10786,4.3
3348,4.5
4079,3.8
9178,3.8
19535,4.2
587,4.0
9347,3.7
13270,4.2
13538,3.9
19691,4.5
10965,4.3
13676,3.6
16300,4.0
645,3.8
11750,4.1
9588,4.2
16649,3.8
11740,4.0
15037,3.9
226,4.0
3864,3.4
10593,4.0
18841,4.1
19979,3.7
16155,3.7
8439,4.2
1529,3.9
18301,4.2
923,3.6
17918,4.5
17054,4.5
10103,3.9
7184,4.3
12151,4.2
19094,4.2
2591,3.2
5907,3.7
11206,3.9
7134,3.7
2307,3.4
17072,4.1
14204,4.4
612,3.7
11169,3.9
6630,3.6
4135,3.7
1898,3.7
13938,4.0
282,4.1
258,4.3
11117,4.4
19612,3.7
4943,3.9
14722,3.6
11532,4.1
6972,3.6
14890,4.2
13522,4.4
5223,3.9
2285,3.5
8079,4.3
6711,3.6
19514,3.5
10404,3.7
475,4.1
16392,3.9
6412,4.2
2551,3.5
6853,4.3
5547,4.3
13490,4.1
18201,4.2
9204,3.9
10184,4.1
13566,4.5
16281,3.9
18544,3.8
7194,3.2
6824,4.2
19439,3.9
781,4.2
14940,3.8
10984,4.0
6520,3.8
5775,4.1
13172,3.7
9284,4.1
9370,4.3
19332,4.2
10272,4.3
5055,3.7
10801,4.0
19180,4.0
1727,4.1
16995,4.0
16010,4.0
4666,3.6
8536,4.4
3750,3.9
12925,3.7
12723,3.6
11408,4.5
97,4.1
3137,4.2
13369,3.6
14358,3.6
13141,3.8
15178,3.7
3648,3.9
10850,4.5
17919,4.2
1633,3.8
12465,4.2
11862,4.1
19909,3.8
6172,4.0
7522,3.3
572,3.7
9880,3.9
19243,4.2
597,3.7
15353,4.1
7346,3.8
6305,3.9
19624,3.6
16377,3.6
18256,4.3
1753,4.1
5433,4.2
13184,3.6
17954,4.4
19643,3.6
11930,4.1
17903,3.9
18702,4.0
9136,4.0
18968,4.5
1171,3.6
15563,4.2
7928,3.7
19453,3.6
19087,4.0
19727,4.2
18171,4.5
14532,3.8
15893,2.5
19341,4.2
17259,4.0
20061,3.9
2643,3.7
5348,4.0
9033,4.1
16966,4.7
204,3.9
7897,4.2
9834,3.6
2014,3.8
17290,3.5
17016,4.1
8462,4.0
1974,4.0
162,3.8
4998,4.0
18343,4.0
9558,4.0
4713,3.7
9068,4.2
1431,4.0
15262,4.0
12836,4.0
13976,3.7
19311,4.1
7711,4.0
7737,4.0
4283,3.6
7532,3.8
14140,4.3
17070,4.0
13494,4.3
10054,3.8
10852,4.4
3384,4.2
2839,3.4
18445,4.0
15079,4.2
15942,3.8
10596,4.1
15434,4.0
2096,4.1
10196,4.2
8000,4.0
18801,4.1
5017,3.9
17835,4.0
2757,3.4
6398,3.9
10078,3.8
13931,4.2
14083,3.9
2097,3.5
8330,4.1
9029,4.1
3471,4.3
12890,3.3
14473,3.9
16231,4.1
1733,3.9
19968,3.7
1283,4.0
12486,4.1
12449,3.8
10029,4.4
1019,3.4
16185,4.2
18622,4.0
9519,3.9
17521,4.2
1651,3.9
830,3.7
1169,3.8
10721,3.5
6257,3.7
5470,3.3
16045,3.9
10259,4.7
16064,3.7
17252,4.2
11167,4.0
19603,3.7
5093,4.2
541,4.0
9325,3.7
17048,4.2
12694,3.9
19524,4.2
3390,4.2
12081,4.4
11155,4.2
14227,4.3
16978,4.5
16030,4.0
20095,4.1
10776,4.3
11006,4.2
3959,3.5
6644,4.0
16101,3.9
16088,3.6
3586,4.3
18156,4.2
2563,3.4
10823,4.3
17985,4.1
5036,3.6
1080,3.9
5892,4.1
14538,3.8
2023,4.2
13110,3.3
19145,4.2
7910,3.7
18891,4.3
16611,4.0
1013,3.5
14872,4.1
9236,3.9
5251,3.6
9597,4.2
2179,3.5
17082,3.8
17509,4.1
12088,4.0
5110,3.9
1778,4.0
18060,3.9
15380,3.9
7605,3.9
13945,4.3
17422,4.2
18258,3.8
20102,4.1
10474,3.9
14934,4.1
5132,3.8
2159,3.5
11330,4.2
14043,3.8
14567,4.2
6446,4.0
3967,3.7
1428,3.9
3081,4.1
2520,4.0
11755,3.9
10048,4.4
18248,4.3
6020,4.1
16833,3.8
16899,4.2
3727,3.7
8554,4.3
19102,4.0
9497,4.1
6252,3.5
5927,4.5
16407,4.1
8895,4.0
8707,3.9
1376,4.0
1724,3.5
3754,3.6
10518,4.1
19188,3.9
4082,3.5
11871,4.4
18580,4.0
12501,3.9
13058,3.8
16141,4.0
10774,4.3
9952,3.7
14572,3.9
17031,3.7
19866,3.4
14216,4.2
15998,4.2
7166,4.0
18067,4.1
11183,3.8
19591,3.4
4875,3.8
10737,3.5
18743,3.9
15991,4.0
12259,4.0
685,3.7
11436,4.4
19875,3.7
14292,3.2
2461,3.5
12276,4.6
11890,4.0
7129,3.9
16378,3.8
5947,4.1
4583,3.8
12233,4.1
13071,4.1
16906,4.0
19095,3.9
3983,3.5
14687,3.4
6304,3.8
9909,3.9
780,3.8
17154,4.3
5979,3.3
2196,3.3
14090,4.1
20048,3.9
18491,4.0
9833,3.7
6980,3.6
11825,3.7
2376,3.1
17632,4.1
11484,3.8
6512,3.9
13280,3.8
19325,4.2
14474,4.0
5440,4.3
10760,3.4
6494,3.9
8965,3.7
5511,4.3
5331,4.1
18214,4.4
4531,3.8
9867,3.9
15588,4.0
16750,3.8
10143,4.0
12090,4.2
16532,4.3
18054,4.2
11281,3.5
19016,4.4
7789,4.4
3456,4.1
4940,3.9
9224,4.1
19065,3.9
14917,4.2
7100,4.0
8081,4.4
16463,4.2
20112,3.7
18384,4.0
9313,3.8
6173,3.7
3631,4.3
16956,3.1
6273,4.2
392,4.0
3191,4.0
16,4.1
19718,4.3
18658,4.0
7395,3.5
593,3.8
4719,3.5
5828,4.1
10750,3.6
4798,3.4
10635,4.0
4795,4.0
11235,3.9
8657,3.6
163,4.2
